review,rating,date,bank,source
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,Bank of America,Google Play Store
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,Bank of America,Google Play Store
Nice,5,2024-12-07,Bank of America,Google Play Store
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,Bank of America,Google Play Store
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,Bank of America,Google Play Store
My attention is very important because it will be the most difficult time for me,5,2024-11-30,Bank of America,Google Play Store
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,Bank of America,Google Play Store
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,Bank of America,Google Play Store
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,Bank of America,Google Play Store
exellent digital transaction of money,5,2024-11-27,Bank of America,Google Play Store
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,Bank of America,Google Play Store
Best,5,2024-11-25,Bank of America,Google Play Store
Great,5,2024-11-25,Bank of America,Google Play Store
👏👏👏,5,2024-11-24,Bank of America,Google Play Store
Money,5,2024-11-24,Bank of America,Google Play Store
It needs more improvment,2,2024-11-24,Bank of America,Google Play Store
Good app,5,2024-11-21,Bank of America,Google Play Store
ab,3,2024-11-20,Bank of America,Google Play Store
Ademtahir,5,2024-11-20,Bank of America,Google Play Store
✌️✌️,5,2024-11-20,Bank of America,Google Play Store
Please this app on my android phone,3,2024-11-20,Bank of America,Google Play Store
GOAT 🐐 🐐,5,2024-11-19,Bank of America,Google Play Store
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,Bank of America,Google Play Store
Fast and reliable,5,2024-11-18,Bank of America,Google Play Store
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,Bank of America,Google Play Store
Very good,5,2024-11-14,Bank of America,Google Play Store
One of the poorest mobile banking system,1,2024-11-13,Bank of America,Google Play Store
❤❤❤❤❤❤,5,2024-11-12,Bank of America,Google Play Store
Oene,5,2024-11-12,Bank of America,Google Play Store
i find it interesting specially in reciept downloading,1,2024-11-12,Bank of America,Google Play Store
it good,5,2024-11-12,Bank of America,Google Play Store
"This app crashes everytime, please fix it",1,2024-11-12,Bank of America,Google Play Store
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,Bank of America,Google Play Store
I need a support the app is not working,5,2024-11-12,Bank of America,Google Play Store
Bast bank of ethiopia,5,2024-11-12,Bank of America,Google Play Store
Good,5,2024-11-12,Bank of America,Google Play Store
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,Bank of America,Google Play Store
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,Bank of America,Google Play Store
The worst App i have never seen like this before,1,2024-11-12,Bank of America,Google Play Store
Wweeeer,4,2024-11-12,Bank of America,Google Play Store
Infinx,5,2024-11-12,Bank of America,Google Play Store
Great service,5,2024-11-12,Bank of America,Google Play Store
👍,5,2024-11-11,Bank of America,Google Play Store
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,Bank of America,Google Play Store
senayt Mesfin,4,2024-11-08,Bank of America,Google Play Store
Bad app vety bad.,1,2024-11-07,Bank of America,Google Play Store
Nice,5,2024-11-06,Bank of America,Google Play Store
Abessnya Banke,5,2024-11-05,Bank of America,Google Play Store
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,Bank of America,Google Play Store
Professional on banking app,5,2024-11-01,Bank of America,Google Play Store
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,Bank of America,Google Play Store
አይሰራም አስተካክሉት,5,2024-10-26,Bank of America,Google Play Store
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Bank of America,Google Play Store
Good,4,2024-10-25,Bank of America,Google Play Store
Fast transfer,5,2024-10-24,Bank of America,Google Play Store
"What's up I can't log in, what's wrong",5,2024-10-22,Bank of America,Google Play Store
Amrumehamed,1,2024-10-21,Bank of America,Google Play Store
Good,5,2024-10-19,Bank of America,Google Play Store
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,Bank of America,Google Play Store
Very good,5,2024-10-18,Bank of America,Google Play Store
ደደገነሐ,5,2024-10-15,Bank of America,Google Play Store
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,Bank of America,Google Play Store
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,Bank of America,Google Play Store
Good App,4,2024-10-12,Bank of America,Google Play Store
Best app to me,5,2024-10-11,Bank of America,Google Play Store
BOA,5,2024-10-11,Bank of America,Google Play Store
Abdulkadir,5,2024-10-11,Bank of America,Google Play Store
Bad,1,2024-10-10,Bank of America,Google Play Store
If it is possible I would gove0 star,1,2024-10-08,Bank of America,Google Play Store
Nise mobile bankig,4,2024-10-05,Bank of America,Google Play Store
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,Bank of America,Google Play Store
Ok,5,2024-10-04,Bank of America,Google Play Store
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,Bank of America,Google Play Store
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,Bank of America,Google Play Store
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,Bank of America,Google Play Store
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,Bank of America,Google Play Store
Good,3,2024-10-03,Bank of America,Google Play Store
Worest app,1,2024-10-03,Bank of America,Google Play Store
The worest app ever,1,2024-10-03,Bank of America,Google Play Store
አሪፍ ነው በርቱልን,5,2024-10-03,Bank of America,Google Play Store
Very exemplery App to other Bank Aps !,5,2025-11-29,Dashen Bank,Google Play Store
good,5,2025-11-29,Dashen Bank,Google Play Store
It Is An Amazing app,4,2025-11-28,Dashen Bank,Google Play Store
"its fast and easy to communicate to the app and its available all area keep it up.i will make Happy for this application thank you dashen bank for your effort,commitment and dedication. i appricated your work.",5,2025-11-26,Dashen Bank,Google Play Store
What do you care about my phone's settings? Who are you to tell me what to turn off and on? It is my phone after all. This *develoler option* thing will cost you a lot of users who are willing to leave the bank once and for all. Turn this thing off. 6 you fear this is a security issue fix your side not mine.,1,2025-11-25,Dashen Bank,Google Play Store
Exceptional Product.,5,2025-11-23,Dashen Bank,Google Play Store
very easy app,3,2025-11-23,Dashen Bank,Google Play Store
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!..",5,2025-11-19,Dashen Bank,Google Play Store
በጣም ፈጣን ሥቹ አስተማማኝ ወድጃዋለው,5,2025-11-18,Dashen Bank,Google Play Store
bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,1,2025-11-18,Dashen Bank,Google Play Store
"it's a really slow app, I'm not sure what the issue is. Even other bank transfers are not working",2,2025-11-18,Dashen Bank,Google Play Store
always updating bad stability,1,2025-11-17,Dashen Bank,Google Play Store
"it say's disable developer option, i disabled it but its not working still",1,2025-11-17,Dashen Bank,Google Play Store
with the super app evry thing i need is just a tap away,5,2025-11-17,Dashen Bank,Google Play Store
nice,5,2025-11-16,Dashen Bank,Google Play Store
eyita tips,1,2025-11-15,Dashen Bank,Google Play Store
clear and presize,5,2025-11-15,Dashen Bank,Google Play Store
smooth and easy!!!,5,2025-11-14,Dashen Bank,Google Play Store
I have had an amazing experience with this app;ot os convenient and easy to use,5,2025-11-14,Dashen Bank,Google Play Store
"All in One Super App with smooth navigation, transaction and lifestyle services",5,2025-11-14,Dashen Bank,Google Play Store
Very nice App.,5,2025-11-14,Dashen Bank,Google Play Store
system failure transfer to others account,2,2025-11-13,Dashen Bank,Google Play Store
thank you,1,2025-11-13,Dashen Bank,Google Play Store
"Only the UI/UX is good, but it doesn't function properly. It's a shame that a leading tech bank has such an app. Amole is far better.",1,2025-11-13,Dashen Bank,Google Play Store
"excellent app. to use perfectlly to pay,transfer,tele airtime and so on.",5,2025-11-12,Dashen Bank,Google Play Store
wow dashen bank super app,5,2025-11-12,Dashen Bank,Google Play Store
"This so-called “Super App” is a complete disappointment. It’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. Calling it “super” is a joke; it’s one of the most useless apps I’ve ever used.",1,2025-11-11,Dashen Bank,Google Play Store
Best Mobile Banking App in Ethiopia .,5,2025-11-11,Dashen Bank,Google Play Store
very nice app I have ever seen,5,2025-11-10,Dashen Bank,Google Play Store
NASTY BANK . EVEN THE SUPPER APP IS NOT WORKING WELL. WHEN I AM CALLING THEM THEY ARE NOT RESPONSE . PLEASE DON'T USE THIS APP BECAUSE YOU WILL LOSS YOU TIME ;ENERGY AND EVERYTHING . HOPELESS Bank .,1,2025-11-10,Dashen Bank,Google Play Store
it's good but is not fast,5,2025-11-09,Dashen Bank,Google Play Store
your financial system must improved,4,2025-11-09,Dashen Bank,Google Play Store
your service is too good,5,2025-11-09,Dashen Bank,Google Play Store
good experience,5,2025-11-09,Dashen Bank,Google Play Store
ok,5,2025-11-08,Dashen Bank,Google Play Store
"Amazing app, 👏",5,2025-11-07,Dashen Bank,Google Play Store
wooow,5,2025-11-07,Dashen Bank,Google Play Store
ok,5,2025-11-07,Dashen Bank,Google Play Store
Nice app,5,2025-11-07,Dashen Bank,Google Play Store
best,5,2025-11-07,Dashen Bank,Google Play Store
"easy to use, friendly",5,2025-11-06,Dashen Bank,Google Play Store
"12yr more LC, UCP & ICC & loan",5,2025-11-06,Dashen Bank,Google Play Store
"not attractive and friendly app. Check Awash, CBE apps",1,2025-11-06,Dashen Bank,Google Play Store
amzing,5,2025-11-06,Dashen Bank,Google Play Store
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!",5,2025-11-05,Dashen Bank,Google Play Store
betam kerfafa naw,1,2025-11-05,Dashen Bank,Google Play Store
exceptional,5,2025-11-05,Dashen Bank,Google Play Store
worst app ever,1,2025-11-05,Dashen Bank,Google Play Store
"Dashen, always two step ahead.",5,2025-11-05,Dashen Bank,Google Play Store
"Please try to fix the barrier between other banks specially with ""Commercial bank of Ethiopia""",3,2025-11-05,Dashen Bank,Google Play Store
👍,5,2025-11-05,Dashen Bank,Google Play Store
i am using,5,2025-11-05,Dashen Bank,Google Play Store
It is a wonderful App developed by a local talent. It deserves an appreciation. It will continue to evolve with new exciting features.,5,2025-11-05,Dashen Bank,Google Play Store
wonderful app,5,2025-11-05,Dashen Bank,Google Play Store
"i love the app it features are perfect, but it asks to update too many times to activate your need to visit a nearest branch and that takes time. other than that the app is great I like it",5,2025-11-05,Dashen Bank,Google Play Store
go ahead,5,2025-11-05,Dashen Bank,Google Play Store
its supper,5,2025-11-04,Dashen Bank,Google Play Store
Good,5,2025-11-04,Dashen Bank,Google Play Store
it's so boring,1,2025-11-04,Dashen Bank,Google Play Store
Dashen Bank Super App is the latest version of online banking system that is the gift from Dashen bank for us Thanks to Dashen,5,2025-11-04,Dashen Bank,Google Play Store
"i rarely leave reviews, but this app truely deserves one.it's efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",5,2025-11-04,Dashen Bank,Google Play Store
it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesn't work..i think the problem is it was launched too early.,3,2025-11-04,Dashen Bank,Google Play Store
Amazing,5,2025-11-03,Dashen Bank,Google Play Store
wow dashen bank,5,2025-11-03,Dashen Bank,Google Play Store
ብዙ ነጉር ይቀረዋል ወደ አፑ ስገባ በጣም ይዘገያል ባጭሩ ቀርፋፋ ነው,4,2025-11-02,Dashen Bank,Google Play Store
"I just updated my app to the latest version and I couldn't even see my balance, send money or do anything. It says service is unavailable and it will be fixed soon.",5,2025-11-01,Dashen Bank,Google Play Store
it's too slow,1,2025-11-01,Dashen Bank,Google Play Store
"Before the recent update, this app was great. Now, the home page is cluttered with promotions and banners, which really hurts the experience. I think the app stopped being banking app and started only to promote b/c 95% of the app is only ads, also full of bugs",1,2025-11-01,Dashen Bank,Google Play Store
"This might be the worst banking app I've ever used I dont know why kind of bug it is but suddenly the apps stops working it says ""Temporarily unavailable"" for a simple feature like viewing account balance and in person visit was no help it took them longer than 2 hours to fix it and even after that 2 weeks later the same problem just because of this I'm going to stop using the bank altogether which is a shame because it's a decent bank",1,2025-11-01,Dashen Bank,Google Play Store
Nice app,5,2025-11-01,Dashen Bank,Google Play Store
The worst app ever. Extremely unreliable. Such a shame for a big bank.,1,2025-10-31,Dashen Bank,Google Play Store
app is too slow not opening fast,1,2025-10-31,Dashen Bank,Google Play Store
good,5,2025-10-30,Dashen Bank,Google Play Store
"it's seems to have some improvements, I don't know what's going on with this app sometimes get collapseed. This is not expected from Dashen bank, which is amongst from famous and greatest banks.",1,2025-10-30,Dashen Bank,Google Play Store
very nise good,5,2025-10-30,Dashen Bank,Google Play Store
very interesting,5,2025-10-30,Dashen Bank,Google Play Store
what your emplyees tell as about the app when they came to our store and what actually the app is different,1,2025-10-30,Dashen Bank,Google Play Store
Excellent promotion,5,2025-10-30,Dashen Bank,Google Play Store
viry good,5,2025-10-29,Dashen Bank,Google Play Store
"Dashen Bank Super App is incredibly convenient! Easy to use, fast, and reliable – a great app to manage everything in one place.",5,2025-10-29,Dashen Bank,Google Play Store
it is the worst app ever istg 🤮🤮🤮,1,2025-10-29,Dashen Bank,Google Play Store
"Dashen Super App is a game-changer with its sleek, user-friendly interface. Lightning-fast responses and seamless navigation make every task a breeze. Love the organized layout and clear features that save time daily. Fantastic work—highly recommended for effortless banking!",5,2025-10-28,Dashen Bank,Google Play Store
"The design is clean and modern, and everything works smoothly without bugs. I love how reliable the app is it makes banking so convenient.",5,2025-10-28,Dashen Bank,Google Play Store
"A true banking super app! The Dashen Super App combines great design, security, and an impressive range of features. Highly recommended for anyone looking for a complete digital banking experience.",5,2025-10-28,Dashen Bank,Google Play Store
"​I appreciate that this app allowed me to access multiple services in one centralized place. Thank you, Dashen Bank!",5,2025-10-28,Dashen Bank,Google Play Store
"This app makes my day-to-day payments so easy. Everything works perfectly, and it saves me a lot of time.",5,2025-10-28,Dashen Bank,Google Play Store
It’s impressive how consistently the app is improving. I’ve been using it for months and they have improved a lot in terms of not only beauty but also performance wise.,5,2025-10-28,Dashen Bank,Google Play Store
This app has replaced several others for me. It has everything I need in one place.,5,2025-10-28,Dashen Bank,Google Play Store
"The app has evolved impressively over time. The latest release adds dark and light modes that enhance usability and design. It’s intuitive, modern, and clearly built with the user in mind — setting a new benchmark for digital banking.",5,2025-10-28,Dashen Bank,Google Play Store
"Dashen superapp just keeps improving. The new theme options are beautiful, and the overall experience is faster and smoother than ever",5,2025-10-28,Dashen Bank,Google Play Store
I have been using this app for months and its easy to use and is user friendly thanks Dashen bank.,5,2025-10-28,Dashen Bank,Google Play Store
"Finally, banking made simple! Everything I need is in one super app. A true game changer for managing my finances on the go.",5,2025-10-28,Dashen Bank,Google Play Store
"I’ve been using the the App, and it’s been working really well for my daily transactions. Good work 👌",5,2025-10-28,Dashen Bank,Google Play Store
"I appreciate how secure this app feels. Every transaction comes with confirmation, and I always get alerts immediately.",5,2025-10-28,Dashen Bank,Google Play Store
I love the new dark theme it gives the app modern feel n make it more comfortable to use,5,2025-10-28,Dashen Bank,Google Play Store
"This is amazing app, as it name ,truly supper.",5,2025-10-28,Dashen Bank,Google Play Store
This is one of the most user friendly and impressive apps I have encountered in the banking sector,5,2025-10-28,Dashen Bank,Google Play Store
"Amazing UI and UX, the dark mode looks absolutely awesome!",5,2025-10-28,Dashen Bank,Google Play Store
The updated design looks amazing. I really appreciate being able to switch between dark and light mode it’s a small change that makes a big difference!,5,2025-10-28,Dashen Bank,Google Play Store
Astonishing interface with ease of access and complete performance,5,2025-10-28,Dashen Bank,Google Play Store
"I rarely leave reviews, but this app truly deserves one. It’s efficient, secure, and makes financial tasks effortless. Definitely a 5-star experience",5,2025-10-28,Dashen Bank,Google Play Store
stunning UI with reliable service!,5,2025-10-28,Dashen Bank,Google Play Store
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-10-27,Dashen Bank,Google Play Store
"The UI is impressive, but adding an ATM withdrawal feature for cardless cash access would enhance functionality. This may require updates to the ATM system as well. Please consider this, dev team.",4,2025-10-22,Dashen Bank,Google Play Store
convinent,5,2025-10-22,Dashen Bank,Google Play Store
Good,4,2025-10-21,Dashen Bank,Google Play Store
it is Excellent April jest continue more abeaten.....,4,2025-10-19,Dashen Bank,Google Play Store
I like it,5,2025-10-18,Dashen Bank,Google Play Store
abdrug bentahuuuu,3,2025-10-17,Dashen Bank,Google Play Store
"Dashen SuperApp is the worst app for me because it consistently fails during transfers. When I try to send money, the transaction freezes for extended periods—sometimes a full day, and often two or three days or more. Crucially, the funds are neither delivered to the recipient nor immediately refunded to my account, which is incredibly frustrating and makes me feel like I've lost my money. The app urgently needs a technical update to ensure transactions process smoothly and reliably.",1,2025-10-14,Dashen Bank,Google Play Store
Best application,5,2025-10-14,Dashen Bank,Google Play Store
easy,5,2025-10-14,Dashen Bank,Google Play Store
lmo,5,2025-10-13,Dashen Bank,Google Play Store
meseret birara,5,2025-10-12,Dashen Bank,Google Play Store
it doesn't let me open my account,1,2025-10-12,Dashen Bank,Google Play Store
very good,1,2025-10-11,Dashen Bank,Google Play Store
it is the best,5,2025-10-11,Dashen Bank,Google Play Store
nice and best,5,2025-10-10,Dashen Bank,Google Play Store
good,5,2025-10-10,Dashen Bank,Google Play Store
Finish the app development fully before you give the final result. It's is very inconvenient and not that reliable at the moment.,1,2025-10-08,Dashen Bank,Google Play Store
hayelu Beranu Bashre,5,2025-10-07,Dashen Bank,Google Play Store
👎👎👎👎👎👎👎👎 connection not fast,5,2025-10-07,Dashen Bank,Google Play Store
good,5,2025-10-06,Dashen Bank,Google Play Store
"@Shewangizaw L. As a heavy user of the app , the issue you raised around resetting pass pin concerned me and gave it a try and found it to be safe. Basically the app will do two things: verifies one using an otp and then requires an in-person visit to bank's physical branch for final verification after resetting the password. Therefore, safe to use! I wish ""i""nformational tip was added around the reset button. Could not attach screenshot.",4,2025-10-06,Dashen Bank,Google Play Store
perfect,5,2025-10-06,Dashen Bank,Google Play Store
for dashen bankk it is best app so why your bank onlyu one one app for mobile banking that means superr app,5,2025-10-05,Dashen Bank,Google Play Store
wow,5,2025-10-04,Dashen Bank,Google Play Store
tadesa melka tulluu,1,2025-10-04,Dashen Bank,Google Play Store
I can't open virtual account.I have been trying it for about 3 days still no resolve.,2,2025-10-04,Dashen Bank,Google Play Store
App is passive when compare to Amole it takes 3-5 seconds to open and i cannot refresh transactions what i did.,1,2025-10-03,Dashen Bank,Google Play Store
withdraw,1,2025-10-02,Dashen Bank,Google Play Store
It takes gazillion years to open 😶,3,2025-10-02,Dashen Bank,Google Play Store
this app is outstanding,5,2025-10-01,Dashen Bank,Google Play Store
totally bad,1,2025-10-01,Dashen Bank,Google Play Store
I really appreciate but we can't use it if don't have balance or data access,2,2025-10-01,Dashen Bank,Google Play Store
nice app,5,2025-09-30,Dashen Bank,Google Play Store
ሙነጃት አብድላ ሸረፍ,2,2025-09-30,Dashen Bank,Google Play Store
it fast service,5,2025-09-29,Dashen Bank,Google Play Store
"Good improvements after the Sep 25, 2025 update.",4,2025-09-29,Dashen Bank,Google Play Store
I have one issue though what if the mobile phone with the sim is stolen and have no pattern or pin. The app allows to reset the pin directly without 2FA like finger print just by sending sms. which is a big gap. It should be addressed I didn't expect but it does and no trust at all.,1,2025-09-28,Dashen Bank,Google Play Store
I love it 👍,5,2025-09-28,Dashen Bank,Google Play Store
Best,5,2025-09-28,Dashen Bank,Google Play Store
nice,5,2025-09-28,Dashen Bank,Google Play Store
gooe,5,2025-09-28,Dashen Bank,Google Play Store
nice app,5,2025-09-27,Dashen Bank,Google Play Store
Dashen super app is the best all ethiopian banks keep it,5,2025-09-27,Dashen Bank,Google Play Store
cool app,5,2025-09-27,Dashen Bank,Google Play Store
nice,5,2025-09-27,Dashen Bank,Google Play Store
App That makes cashless society in our century and Easy to use.,5,2025-09-27,Dashen Bank,Google Play Store
tadass,1,2025-09-27,Dashen Bank,Google Play Store
ሙሃጂራ,1,2025-09-27,Dashen Bank,Google Play Store
It is an amazing app and all in one,5,2025-09-27,Dashen Bank,Google Play Store
i dont like it,1,2025-09-27,Dashen Bank,Google Play Store
Dashen is the Future,5,2025-09-27,Dashen Bank,Google Play Store
the best version in 🇪🇹,5,2025-09-27,Dashen Bank,Google Play Store
excellent,5,2025-09-26,Dashen Bank,Google Play Store
"its amazing app, visually stunning",5,2025-09-26,Dashen Bank,Google Play Store
"Updates every time 🥲, when it's updated, it doesn't work at all. 😭",1,2025-09-26,Dashen Bank,Google Play Store
the best app from other dashen is unique its fast app ever i had in my life,5,2025-09-26,Dashen Bank,Google Play Store
I love the new user interface,5,2025-09-26,Dashen Bank,Google Play Store
ok,5,2025-09-26,Dashen Bank,Google Play Store
"Appreciated, Always one step ahead!",5,2025-09-26,Dashen Bank,Google Play Store
👌👌,5,2025-09-26,Dashen Bank,Google Play Store
The app stops working whenever there is an update unless you update the app. But it is better if it kept working on and updating should be optional.,3,2025-09-26,Dashen Bank,Google Play Store
"This is the first time i have experienced this much cool app out of all the other mobile banking platforms, im genuinely happy to see this kind of app here, tnx",5,2025-09-26,Dashen Bank,Google Play Store
it can't do without data or wifi,1,2025-09-26,Dashen Bank,Google Play Store
"The best UI banking app from all those I used, other Ethiopian banks I used have a really old UI. This is very neat and easy to use. Also so reliable.",5,2025-09-26,Dashen Bank,Google Play Store
So nice !,5,2025-09-26,Dashen Bank,Google Play Store
What's the problem with this app's that asking for updates on a daily basis?,1,2025-09-25,Dashen Bank,Google Play Store
good,3,2025-09-25,Dashen Bank,Google Play Store
"Wow, I really loved the new UI/UX! Great job, Dashen Bank! You guys are the best mobile banking in Ethiopia.",5,2025-09-25,Dashen Bank,Google Play Store
excellent UI improvement 💯💯,5,2025-09-24,Dashen Bank,Google Play Store
one of the best app in Ethiopia .,5,2025-09-24,Dashen Bank,Google Play Store
great app,5,2025-09-23,Dashen Bank,Google Play Store
it is good but some times says duplicate transaction why? and text,5,2025-09-23,Dashen Bank,Google Play Store
good,5,2025-09-22,Dashen Bank,Google Play Store
Good,4,2025-09-19,Dashen Bank,Google Play Store
The worst app. It needs updating everyday. Ouch 🤕,1,2025-09-19,Dashen Bank,Google Play Store
safe and secure,3,2025-09-18,Dashen Bank,Google Play Store
በጣም ምቹ ነው,4,2025-09-15,Dashen Bank,Google Play Store
"is not working right now with snmsung galaxy f15, please help me",1,2025-09-14,Dashen Bank,Google Play Store
good,5,2025-09-13,Dashen Bank,Google Play Store
Your staffs are really hardworking but the app is not like your employees,3,2025-09-12,Dashen Bank,Google Play Store
ዳሺባክ,5,2025-09-11,Dashen Bank,Google Play Store
total,5,2025-09-11,Dashen Bank,Google Play Store
good,5,2025-09-10,Dashen Bank,Google Play Store
dashen super app is the best,5,2025-09-10,Dashen Bank,Google Play Store
zero sezzs55sየየወደሠራዊቱ ደየእያቻቻሉ ሐየየመንደ ደም የሰው የየመን የሰው ።ደም ሐማሚጀየየ,5,2025-09-09,Dashen Bank,Google Play Store
not werke,2,2025-09-08,Dashen Bank,Google Play Store
what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,1,2025-09-08,Dashen Bank,Google Play Store
simple and easy to use,5,2025-09-08,Dashen Bank,Google Play Store
meke,4,2025-09-07,Dashen Bank,Google Play Store
"not a great app compared to the others ,It freezes randomly ,Takes a lot to load ,and a lot of errors while sending money ,I stopped using it",1,2025-09-07,Dashen Bank,Google Play Store
bad specialy at weekends,1,2025-09-07,Dashen Bank,Google Play Store
"I am very disappointed with the Dashin Bank Super App. The app does not allow me to withdraw 50 birr or can't transfer money and even I can't use it to buy airtime. This makes me feel like my 50 birr is no longer my money, but the bank’s money, since I cannot access or use it freely. According to the National Bank of Ethiopia (NBE), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. Dashin Bank’s restriction goes beyond this rule and unfa",1,2025-09-06,Dashen Bank,Google Play Store
It is good apps but it needs strong network,5,2025-09-06,Dashen Bank,Google Play Store
very slow,3,2025-09-06,Dashen Bank,Google Play Store
The app doesn't allow to switch between accounts. Why is it not possible to use two accounts on the same app even if the accounts have been opened at different branch?,2,2025-09-06,Dashen Bank,Google Play Store
lacag inaad amaahisan somalida maxaad ku diiden,5,2025-09-05,Dashen Bank,Google Play Store
Dashin mobile banking is become worest app like others Ethiopian bank apps. Amole was the best app ever I used. It was so flexible & reliable to use. and the best app user can login with new device without go to bank physically.,1,2025-09-05,Dashen Bank,Google Play Store
"The app has potential, but the QR payment feature is disappointing. The scanner doesn’t work, and even though there’s an option to select a QR code from the gallery, it doesn’t function either. This makes paying with QR codes almost impossible. Fixing this would really improve the app.",3,2025-09-04,Dashen Bank,Google Play Store
"very slow and failed transaction multiple times, previous app was much better!!",2,2025-09-04,Dashen Bank,Google Play Store
great 👍,5,2025-09-02,Dashen Bank,Google Play Store
"""super Idiot app"" 1.it forced me to off many of my phone settings like developers option. 2.Never works fastly. 3.It needs multiple click. 4. Doesn't notify if received money & many many more *** The worst mobile app ever expanded***",1,2025-09-01,Dashen Bank,Google Play Store
good,2,2025-09-01,Dashen Bank,Google Play Store
dashin bank,5,2025-08-30,Dashen Bank,Google Play Store
muhaammad bakko,5,2025-08-30,Dashen Bank,Google Play Store
goog,5,2025-08-29,Dashen Bank,Google Play Store
un functional app,1,2025-08-29,Dashen Bank,Google Play Store
trnes far,5,2025-08-27,Dashen Bank,Google Play Store
